时间,事件类型,边界框,置信度,目标类别
2025-03-26 09:52:09.871,检测,"[160.7386932373047, 108.44036865234375, 604.4827270507812, 478.8587646484375]",0.865,person
2025-03-26 09:52:10.058,检测,"[156.49098205566406, 106.4188232421875, 582.732666015625, 479.4931640625]",0.887,person
2025-03-26 09:52:10.059,检测,"[158.00390625, 107.91007995605469, 582.855712890625, 479.50494384765625]",0.867,person
2025-03-26 09:52:10.061,检测,"[157.1390380859375, 107.26124572753906, 582.65234375, 479.4986572265625]",0.864,person
2025-03-26 09:52:10.062,检测,"[156.94317626953125, 107.26904296875, 585.4396362304688, 479.4981689453125]",0.874,person
2025-03-26 09:52:10.062,检测,"[157.52220153808594, 106.88020324707031, 582.95751953125, 479.52044677734375]",0.867,person
2025-03-26 09:52:10.063,检测,"[157.42572021484375, 106.85787963867188, 584.249755859375, 479.5122985839844]",0.866,person
2025-03-26 09:52:10.063,检测,"[157.93748474121094, 107.12336730957031, 581.3966064453125, 479.52313232421875]",0.879,person
2025-03-26 09:52:10.064,检测,"[155.8115234375, 106.50404357910156, 582.6788940429688, 479.4971923828125]",0.88,person
2025-03-26 09:52:10.084,检测,"[157.4739227294922, 107.20993041992188, 584.0194702148438, 479.5032043457031]",0.866,person
2025-03-26 09:52:10.113,检测,"[156.92962646484375, 106.34268188476562, 582.7060546875, 479.5193786621094]",0.867,person
2025-03-26 09:52:10.146,检测,"[157.77508544921875, 106.81390380859375, 582.88232421875, 479.51385498046875]",0.868,person
2025-03-26 09:52:10.179,检测,"[156.5728759765625, 106.88922119140625, 581.624267578125, 479.53680419921875]",0.884,person
2025-03-26 09:52:10.208,检测,"[156.73426818847656, 106.28923034667969, 581.687255859375, 479.52581787109375]",0.88,person
2025-03-26 09:52:10.240,检测,"[157.41064453125, 107.11454772949219, 581.8626098632812, 479.53021240234375]",0.869,person
2025-03-26 09:52:10.273,检测,"[156.12513732910156, 107.71134948730469, 585.3671875, 479.49176025390625]",0.884,person
2025-03-26 09:52:10.304,检测,"[156.91510009765625, 107.29075622558594, 582.2564697265625, 479.475830078125]",0.869,person
2025-03-26 09:52:10.340,检测,"[157.799072265625, 107.2852783203125, 582.6300048828125, 479.47332763671875]",0.867,person
2025-03-26 09:52:10.369,检测,"[157.203369140625, 106.89801025390625, 583.2384033203125, 479.499267578125]",0.875,person
2025-03-26 09:52:10.401,检测,"[156.71673583984375, 106.19566345214844, 583.0708618164062, 479.4937744140625]",0.875,person
2025-03-26 09:52:10.449,检测,"[156.79498291015625, 107.22927856445312, 584.063232421875, 479.5199890136719]",0.879,person
2025-03-26 09:52:10.482,检测,"[156.03562927246094, 107.78475952148438, 581.4439697265625, 479.4794006347656]",0.882,person
2025-03-26 09:52:10.511,检测,"[156.563232421875, 107.18539428710938, 581.880859375, 479.5148010253906]",0.88,person
2025-03-26 09:52:10.546,检测,"[157.257080078125, 106.86508178710938, 581.2734375, 479.4880676269531]",0.864,person
2025-03-26 09:52:10.578,检测,"[156.7857666015625, 105.96101379394531, 582.36376953125, 479.45782470703125]",0.872,person
2025-03-26 09:52:10.610,检测,"[156.91119384765625, 107.31784057617188, 582.8488159179688, 479.5259094238281]",0.873,person
2025-03-26 09:52:10.642,检测,"[156.6627197265625, 107.36479187011719, 584.872802734375, 479.49786376953125]",0.868,person
2025-03-26 09:52:10.674,检测,"[157.07814025878906, 107.26023864746094, 581.5333251953125, 479.5040283203125]",0.875,person
2025-03-26 09:52:10.706,检测,"[157.79383850097656, 107.03700256347656, 582.296142578125, 479.491943359375]",0.856,person
2025-03-26 09:52:10.738,检测,"[156.8580322265625, 106.14356994628906, 585.7757568359375, 479.5355224609375]",0.872,person
2025-03-26 09:52:10.771,检测,"[157.85693359375, 106.83659362792969, 581.99462890625, 479.51666259765625]",0.856,person
2025-03-26 09:52:10.803,检测,"[157.15228271484375, 106.16242980957031, 582.5376586914062, 479.52984619140625]",0.878,person
2025-03-26 09:52:10.848,检测,"[156.34376525878906, 107.31913757324219, 583.231689453125, 479.51593017578125]",0.871,person
2025-03-26 09:52:10.881,检测,"[157.95904541015625, 106.13197326660156, 581.9142456054688, 479.5245361328125]",0.876,person
2025-03-26 09:52:10.914,检测,"[156.5572509765625, 105.87004089355469, 582.50927734375, 479.50323486328125]",0.862,person
2025-03-26 09:52:10.946,检测,"[158.3726806640625, 106.02186584472656, 581.499755859375, 479.49169921875]",0.849,person
2025-03-26 09:52:10.978,检测,"[157.84527587890625, 104.77294921875, 582.87744140625, 479.40582275390625]",0.867,person
2025-03-26 09:52:11.009,检测,"[157.9674835205078, 105.65620422363281, 582.1315307617188, 479.38201904296875]",0.851,person
2025-03-26 09:52:11.041,检测,"[159.77134704589844, 106.61862182617188, 584.76220703125, 479.3925476074219]",0.85,person
2025-03-26 09:52:11.074,检测,"[162.41436767578125, 105.96968078613281, 582.8831176757812, 479.36761474609375]",0.883,person
2025-03-26 09:52:11.104,检测,"[163.2338409423828, 110.63481140136719, 592.3850708007812, 479.28472900390625]",0.889,person
2025-03-26 09:52:11.139,检测,"[162.78192138671875, 110.97990417480469, 598.5040283203125, 479.37493896484375]",0.883,person
2025-03-26 09:52:11.168,检测,"[161.41920471191406, 110.34359741210938, 592.9552001953125, 479.3324279785156]",0.87,person
2025-03-26 09:52:11.202,检测,"[160.88775634765625, 109.5096435546875, 593.6314086914062, 479.391845703125]",0.874,person
2025-03-26 09:52:11.249,检测,"[155.26116943359375, 108.84004211425781, 598.4208374023438, 479.31939697265625]",0.868,person
2025-03-26 09:52:11.282,检测,"[146.8853759765625, 110.05166625976562, 584.171630859375, 479.2701721191406]",0.852,person
2025-03-26 09:52:11.313,检测,"[145.16258239746094, 109.93571472167969, 585.4769287109375, 479.30694580078125]",0.871,person
2025-03-26 09:52:11.346,检测,"[144.5888671875, 110.398681640625, 589.0811767578125, 479.2906494140625]",0.875,person
2025-03-26 09:52:11.376,检测,"[146.76649475097656, 109.87457275390625, 588.7838134765625, 479.4012451171875]",0.876,person
2025-03-26 09:52:11.411,检测,"[149.07701110839844, 110.83270263671875, 587.574951171875, 479.29937744140625]",0.878,person
2025-03-26 09:52:11.443,检测,"[153.08470153808594, 109.56069946289062, 587.2308349609375, 479.3200378417969]",0.879,person
2025-03-26 09:52:11.473,检测,"[148.00811767578125, 108.40235900878906, 584.1576538085938, 479.338623046875]",0.876,person
2025-03-26 09:52:11.505,检测,"[147.301025390625, 108.57269287109375, 586.04638671875, 479.213134765625]",0.885,person
2025-03-26 09:52:11.538,检测,"[149.1048583984375, 108.34757995605469, 582.86767578125, 479.27313232421875]",0.883,person
2025-03-26 09:52:11.568,检测,"[144.08355712890625, 108.21366882324219, 582.3255004882812, 479.28045654296875]",0.86,person
2025-03-26 09:52:11.602,检测,"[143.33091735839844, 108.28375244140625, 583.3634033203125, 479.30206298828125]",0.874,person
2025-03-26 09:52:11.652,检测,"[143.0235137939453, 109.1439208984375, 583.0140991210938, 479.27178955078125]",0.868,person
2025-03-26 09:52:11.681,检测,"[146.6123046875, 107.21739196777344, 584.3526611328125, 479.2855224609375]",0.867,person
2025-03-26 09:52:11.713,检测,"[143.70713806152344, 109.05613708496094, 583.2694091796875, 479.2957763671875]",0.852,person
2025-03-26 09:52:11.745,检测,"[146.3603515625, 107.84178161621094, 582.1641845703125, 479.2896728515625]",0.873,person
2025-03-26 09:52:11.776,检测,"[144.4962158203125, 107.05972290039062, 582.5904541015625, 479.2587585449219]",0.862,person
2025-03-26 09:52:11.809,检测,"[146.9878387451172, 107.72206115722656, 582.6389770507812, 479.3056640625]",0.882,person
2025-03-26 09:52:11.843,检测,"[148.4765625, 108.05592346191406, 582.5985717773438, 479.334716796875]",0.869,person
2025-03-26 09:52:11.873,检测,"[148.41021728515625, 108.23960876464844, 582.3990478515625, 479.2869873046875]",0.879,person
2025-03-26 09:52:11.907,检测,"[146.3104248046875, 107.42860412597656, 581.9835815429688, 479.276611328125]",0.872,person
2025-03-26 09:52:11.939,检测,"[146.7540283203125, 107.86680603027344, 582.145263671875, 479.2896728515625]",0.88,person
2025-03-26 09:52:11.969,检测,"[148.7690887451172, 109.9981689453125, 583.6189575195312, 479.2452392578125]",0.875,person
2025-03-26 09:52:11.982,报警,"[160.7386932373047, 108.44036865234375, 604.4827270507812, 478.8587646484375]",0.865,person
2025-03-26 09:52:12.001,检测,"[144.85150146484375, 107.65116882324219, 582.822998046875, 479.26763916015625]",0.873,person
2025-03-26 09:52:12.050,检测,"[143.8951873779297, 109.79920959472656, 582.6200561523438, 479.288818359375]",0.874,person
2025-03-26 09:52:12.081,检测,"[144.57383728027344, 110.11248779296875, 583.3946533203125, 479.27777099609375]",0.871,person
2025-03-26 09:52:12.114,检测,"[147.794677734375, 108.08224487304688, 583.3263549804688, 479.2649841308594]",0.88,person
2025-03-26 09:52:12.147,检测,"[147.1539306640625, 107.39823913574219, 583.7560424804688, 479.27752685546875]",0.873,person
2025-03-26 09:52:12.177,检测,"[151.77984619140625, 109.12957763671875, 581.9716796875, 479.2994384765625]",0.878,person
2025-03-26 09:52:12.213,检测,"[149.2058868408203, 109.65138244628906, 583.2003784179688, 479.2547607421875]",0.872,person
2025-03-26 09:52:12.242,检测,"[148.99591064453125, 109.06011962890625, 581.5928955078125, 479.21563720703125]",0.874,person
2025-03-26 09:52:12.274,检测,"[149.2861328125, 109.01678466796875, 581.2831420898438, 479.3189697265625]",0.869,person
2025-03-26 09:52:12.306,检测,"[150.7882080078125, 109.76947021484375, 583.40234375, 479.268798828125]",0.887,person
2025-03-26 09:52:12.338,检测,"[150.63145446777344, 109.39486694335938, 583.1895751953125, 479.2931213378906]",0.874,person
2025-03-26 09:52:12.369,检测,"[148.70220947265625, 109.6854248046875, 582.37451171875, 479.2322998046875]",0.883,person
2025-03-26 09:52:12.401,检测,"[148.923828125, 109.62750244140625, 582.3150634765625, 479.28387451171875]",0.879,person
2025-03-26 09:52:12.448,检测,"[149.1392822265625, 110.3389892578125, 581.357666015625, 479.2401123046875]",0.877,person
2025-03-26 09:52:12.481,检测,"[148.46812438964844, 110.0716552734375, 582.376953125, 479.19036865234375]",0.888,person
2025-03-26 09:52:12.514,检测,"[150.6753692626953, 109.68441772460938, 582.1233520507812, 479.2110290527344]",0.878,person
2025-03-26 09:52:12.546,检测,"[150.75079345703125, 109.52229309082031, 581.8519287109375, 479.21026611328125]",0.886,person
2025-03-26 09:52:12.579,检测,"[150.0245361328125, 107.72126770019531, 584.3291625976562, 479.29156494140625]",0.885,person
2025-03-26 09:52:12.610,检测,"[151.6240234375, 109.38993835449219, 582.3389282226562, 479.23773193359375]",0.882,person
2025-03-26 09:52:12.643,检测,"[152.23680114746094, 109.50457763671875, 583.391845703125, 479.25146484375]",0.88,person
2025-03-26 09:52:12.674,检测,"[150.02349853515625, 110.21917724609375, 580.06689453125, 479.29742431640625]",0.886,person
2025-03-26 09:52:12.707,检测,"[150.69110107421875, 109.70133972167969, 581.8799438476562, 479.30950927734375]",0.877,person
2025-03-26 09:52:12.739,检测,"[151.754638671875, 110.37445068359375, 584.3226318359375, 479.26763916015625]",0.87,person
2025-03-26 09:52:12.770,检测,"[151.00135803222656, 110.24420166015625, 581.517822265625, 479.28839111328125]",0.869,person
2025-03-26 09:52:12.802,检测,"[151.490234375, 110.04412841796875, 582.0675659179688, 479.35015869140625]",0.877,person
2025-03-26 09:52:12.848,检测,"[149.52020263671875, 110.2919921875, 583.5907592773438, 479.3150634765625]",0.877,person
2025-03-26 09:52:12.882,检测,"[149.23291015625, 110.57073974609375, 580.8675537109375, 479.28564453125]",0.872,person
2025-03-26 09:52:12.914,检测,"[151.14385986328125, 109.66964721679688, 581.2306518554688, 479.2936706542969]",0.871,person
2025-03-26 09:52:13.342,检测,"[152.45191955566406, 109.18280029296875, 580.956298828125, 479.32781982421875]",0.881,person
2025-03-26 09:59:03.644,检测,"[183.73388671875, 100.9609375, 638.4376831054688, 479.2850341796875]",0.885,person
2025-03-26 09:59:03.713,检测,"[177.3114013671875, 95.59625244140625, 638.8983764648438, 479.20306396484375]",0.836,person
2025-03-26 09:59:03.714,检测,"[179.7247314453125, 99.14849853515625, 640.0, 478.29779052734375]",0.844,person
2025-03-26 09:59:03.714,检测,"[181.43577575683594, 99.62043762207031, 640.0, 478.51812744140625]",0.809,person
2025-03-26 09:59:03.726,检测,"[183.20838928222656, 99.24505615234375, 640.0, 478.5189208984375]",0.842,person
2025-03-26 09:59:03.742,检测,"[182.3250732421875, 99.90643310546875, 640.0, 478.53863525390625]",0.809,person
2025-03-26 09:59:03.758,检测,"[172.83502197265625, 96.24951171875, 638.9552001953125, 479.251220703125]",0.793,person
2025-03-26 09:59:03.774,检测,"[182.9962158203125, 99.10025024414062, 640.0, 478.2991638183594]",0.831,person
2025-03-26 09:59:03.826,检测,"[181.18231201171875, 98.88165283203125, 640.0, 478.20281982421875]",0.81,person
2025-03-26 09:59:03.859,检测,"[182.4139404296875, 99.0537109375, 640.0, 478.54278564453125]",0.834,person
2025-03-26 09:59:03.891,检测,"[181.8395538330078, 99.45880126953125, 640.0, 478.447509765625]",0.841,person
2025-03-26 09:59:03.923,检测,"[180.7883758544922, 99.16534423828125, 640.0, 478.551025390625]",0.827,person
2025-03-26 09:59:03.954,检测,"[184.072509765625, 99.26480102539062, 640.0, 478.5744934082031]",0.831,person
2025-03-26 09:59:03.984,检测,"[183.12176513671875, 99.12115478515625, 640.0, 478.2255859375]",0.859,person
2025-03-26 09:59:04.017,检测,"[182.9803466796875, 99.09884643554688, 640.0, 478.4289245605469]",0.853,person
2025-03-26 09:59:04.049,检测,"[185.20477294921875, 99.55322265625, 640.0, 478.4835205078125]",0.862,person
2025-03-26 09:59:04.081,检测,"[184.91015625, 99.169677734375, 640.0, 478.64227294921875]",0.852,person
2025-03-26 09:59:04.114,检测,"[184.9571533203125, 99.343017578125, 640.0, 478.55963134765625]",0.858,person
2025-03-26 09:59:04.166,检测,"[185.01548767089844, 98.858154296875, 640.0, 478.4952392578125]",0.864,person
2025-03-26 09:59:04.185,检测,"[181.90045166015625, 99.3187255859375, 640.0, 478.24981689453125]",0.855,person
2025-03-26 09:59:04.225,检测,"[181.09722900390625, 99.47015380859375, 640.0, 478.54443359375]",0.807,person
2025-03-26 09:59:04.257,检测,"[183.942626953125, 99.57365417480469, 640.0, 478.33978271484375]",0.82,person
2025-03-26 09:59:04.288,检测,"[184.23057556152344, 99.38150024414062, 640.0, 478.4400329589844]",0.851,person
2025-03-26 09:59:04.322,检测,"[184.11572265625, 99.2015380859375, 640.0, 478.53485107421875]",0.852,person
2025-03-26 09:59:04.354,检测,"[182.18553161621094, 98.87152099609375, 640.0, 478.475830078125]",0.845,person
2025-03-26 09:59:04.385,检测,"[181.732177734375, 99.45761108398438, 640.0, 478.7250061035156]",0.826,person
2025-03-26 09:59:04.417,检测,"[184.57240295410156, 99.26417541503906, 640.0, 478.5380859375]",0.86,person
2025-03-26 09:59:04.448,检测,"[183.33961486816406, 98.99008178710938, 640.0, 478.6612243652344]",0.828,person
2025-03-26 09:59:04.481,检测,"[188.8465118408203, 99.44764709472656, 640.0, 478.55810546875]",0.847,person
2025-03-26 09:59:04.513,检测,"[185.7626953125, 99.423095703125, 640.0, 478.51959228515625]",0.841,person
2025-03-26 09:59:04.546,检测,"[184.9248046875, 99.38441467285156, 640.0, 478.5989990234375]",0.86,person
2025-03-26 09:59:04.577,检测,"[180.50425720214844, 96.03349304199219, 638.947021484375, 479.23236083984375]",0.855,person
2025-03-26 09:59:04.624,检测,"[178.2421875, 95.65492248535156, 638.9554443359375, 479.2772216796875]",0.843,person
2025-03-26 09:59:04.657,检测,"[187.35833740234375, 99.340087890625, 640.0, 478.34197998046875]",0.865,person
2025-03-26 09:59:04.689,检测,"[178.325927734375, 97.42254638671875, 638.865966796875, 479.2490234375]",0.827,person
2025-03-26 09:59:04.721,检测,"[182.52392578125, 99.78315734863281, 640.0, 478.61322021484375]",0.82,person
2025-03-26 09:59:04.754,检测,"[185.0655517578125, 99.40628051757812, 640.0, 478.3644714355469]",0.843,person
2025-03-26 09:59:04.787,检测,"[177.58143615722656, 95.58546447753906, 638.87744140625, 479.2581787109375]",0.824,person
2025-03-26 09:59:04.819,检测,"[187.0101776123047, 99.917724609375, 640.0, 478.1478271484375]",0.845,person
2025-03-26 09:59:04.850,检测,"[178.8946533203125, 95.50242614746094, 638.6502685546875, 479.2572021484375]",0.834,person
2025-03-26 09:59:04.880,检测,"[184.05133056640625, 100.07084655761719, 640.0, 478.41143798828125]",0.828,person
2025-03-26 09:59:04.913,检测,"[185.393798828125, 100.19183349609375, 640.0, 478.28033447265625]",0.857,person
2025-03-26 09:59:04.944,检测,"[185.12841796875, 99.97076416015625, 640.0, 478.34405517578125]",0.829,person
2025-03-26 09:59:04.978,检测,"[185.1495361328125, 99.67803955078125, 640.0, 478.16851806640625]",0.852,person
2025-03-26 09:59:04.993,报警,"[183.73388671875, 100.9609375, 638.4376831054688, 479.2850341796875]",0.885,person
2025-03-26 09:59:05.027,检测,"[183.82958984375, 99.80293273925781, 640.0, 478.49652099609375]",0.82,person
2025-03-26 09:59:05.058,检测,"[179.41064453125, 96.6060791015625, 638.8575439453125, 479.27630615234375]",0.844,person
2025-03-26 09:59:05.088,检测,"[183.259521484375, 100.70758056640625, 640.0, 478.4066162109375]",0.823,person
2025-03-26 09:59:05.120,检测,"[185.04649353027344, 99.85005187988281, 640.0, 478.52996826171875]",0.824,person
2025-03-26 09:59:05.152,检测,"[179.65216064453125, 96.34375, 639.03857421875, 479.26300048828125]",0.87,person
2025-03-26 09:59:05.186,检测,"[176.17112731933594, 97.32931518554688, 638.86279296875, 479.2497253417969]",0.849,person
2025-03-26 09:59:05.216,检测,"[185.19000244140625, 99.7523193359375, 640.0, 478.44012451171875]",0.844,person
2025-03-26 09:59:05.248,检测,"[184.0609130859375, 100.70036315917969, 640.0, 478.52496337890625]",0.82,person
2025-03-26 09:59:05.282,检测,"[185.89862060546875, 99.8936767578125, 640.0, 478.36395263671875]",0.833,person
2025-03-26 09:59:05.313,检测,"[184.9652862548828, 100.1656494140625, 640.0, 478.5916748046875]",0.804,person
2025-03-26 09:59:05.346,检测,"[181.569580078125, 100.46563720703125, 640.0, 478.389404296875]",0.854,person
2025-03-26 09:59:05.378,检测,"[184.00396728515625, 100.5999755859375, 640.0, 478.38134765625]",0.829,person
2025-03-26 09:59:05.427,检测,"[185.4381103515625, 99.8143310546875, 640.0, 478.53363037109375]",0.835,person
2025-03-26 09:59:05.458,检测,"[183.21832275390625, 100.29476928710938, 640.0, 478.4328918457031]",0.867,person
2025-03-26 09:59:05.491,检测,"[179.4795684814453, 96.16792297363281, 638.9266967773438, 479.25238037109375]",0.846,person
2025-03-26 09:59:05.522,检测,"[184.62168884277344, 99.94036865234375, 640.0, 478.5821533203125]",0.828,person
2025-03-26 09:59:05.551,检测,"[186.4595947265625, 100.13658142089844, 640.0, 478.412109375]",0.858,person
2025-03-26 09:59:05.584,检测,"[184.96791076660156, 99.86724853515625, 640.0, 478.81707763671875]",0.817,person
2025-03-26 09:59:05.618,检测,"[183.17877197265625, 99.6611328125, 640.0, 478.45050048828125]",0.856,person
2025-03-26 09:59:05.649,检测,"[186.02239990234375, 100.57464599609375, 640.0, 478.5772705078125]",0.846,person
2025-03-26 09:59:05.680,检测,"[184.28392028808594, 100.61602783203125, 640.0, 478.39697265625]",0.848,person
2025-03-26 09:59:05.713,检测,"[184.64892578125, 100.17510986328125, 640.0, 478.42999267578125]",0.857,person
2025-03-26 09:59:05.746,检测,"[178.21092224121094, 97.76507568359375, 638.825927734375, 479.3096923828125]",0.828,person
2025-03-26 09:59:05.776,检测,"[183.3154296875, 100.2822265625, 640.0, 478.6500244140625]",0.859,person
2025-03-26 09:59:05.824,检测,"[183.9846649169922, 100.4901123046875, 640.0, 478.42401123046875]",0.843,person
2025-03-26 09:59:05.858,检测,"[183.96502685546875, 100.37078857421875, 640.0, 478.60699462890625]",0.831,person
2025-03-26 09:59:05.890,检测,"[185.44769287109375, 100.86489868164062, 640.0, 478.5326843261719]",0.83,person
2025-03-26 09:59:05.919,检测,"[176.8790283203125, 97.25163269042969, 638.8494873046875, 479.28741455078125]",0.808,person
2025-03-26 09:59:05.953,检测,"[179.88873291015625, 97.22772216796875, 638.8109130859375, 479.18927001953125]",0.868,person
2025-03-26 09:59:05.983,检测,"[177.5400390625, 97.39067077636719, 638.768798828125, 479.27459716796875]",0.841,person
2025-03-26 09:59:06.017,检测,"[185.70985412597656, 100.47767639160156, 640.0, 478.4674072265625]",0.871,person
2025-03-26 09:59:06.050,检测,"[185.65692138671875, 100.54583740234375, 640.0, 478.47552490234375]",0.822,person
2025-03-26 09:59:06.083,检测,"[184.003173828125, 100.03076171875, 640.0, 478.56597900390625]",0.846,person
2025-03-26 09:59:06.114,检测,"[183.31646728515625, 100.37800598144531, 640.0, 478.59210205078125]",0.842,person
2025-03-26 09:59:06.146,检测,"[179.5024871826172, 97.38580322265625, 638.9469604492188, 479.2733154296875]",0.829,person
2025-03-26 09:59:06.178,检测,"[182.01165771484375, 99.81077575683594, 640.0, 478.4635009765625]",0.838,person
2025-03-26 09:59:06.226,检测,"[184.71478271484375, 99.84181213378906, 640.0, 478.6368408203125]",0.842,person
2025-03-26 09:59:06.257,检测,"[183.09979248046875, 100.14495849609375, 640.0, 478.6004638671875]",0.817,person
2025-03-26 09:59:06.291,检测,"[180.06787109375, 96.87599182128906, 638.7600708007812, 479.2420654296875]",0.841,person
2025-03-26 09:59:06.321,检测,"[183.1103515625, 100.20462036132812, 640.0, 478.3909606933594]",0.857,person
2025-03-26 09:59:06.354,检测,"[186.64427185058594, 100.2613525390625, 640.0, 478.468017578125]",0.841,person
2025-03-26 09:59:06.387,检测,"[181.41754150390625, 97.72047424316406, 638.833984375, 479.2052001953125]",0.873,person
2025-03-26 09:59:06.417,检测,"[181.40081787109375, 97.02549743652344, 638.8523559570312, 479.2061767578125]",0.871,person
2025-03-26 09:59:06.448,检测,"[178.23828125, 96.59906005859375, 638.8049926757812, 479.25799560546875]",0.85,person
2025-03-26 09:59:06.480,检测,"[182.37538146972656, 100.0223388671875, 640.0, 478.54803466796875]",0.833,person
2025-03-26 09:59:06.511,检测,"[184.62030029296875, 100.62255859375, 640.0, 478.645263671875]",0.859,person
2025-03-26 09:59:06.544,检测,"[182.340576171875, 100.70660400390625, 640.0, 478.58465576171875]",0.814,person
2025-03-26 09:59:06.576,检测,"[180.44129943847656, 98.13674926757812, 638.7880859375, 479.2168273925781]",0.863,person
2025-03-26 09:59:06.626,检测,"[183.91156005859375, 100.4954833984375, 640.0, 478.6361083984375]",0.833,person
2025-03-26 09:59:06.658,检测,"[183.29576110839844, 100.51936340332031, 640.0, 478.29266357421875]",0.828,person
2025-03-26 09:59:06.691,检测,"[184.9129638671875, 100.36477661132812, 640.0, 478.3090515136719]",0.841,person
2025-03-26 09:59:06.721,检测,"[178.3677978515625, 98.17645263671875, 638.7799682617188, 479.23345947265625]",0.845,person
2025-03-26 09:59:06.755,检测,"[185.1820068359375, 100.3743896484375, 640.0, 478.39910888671875]",0.865,person
2025-03-26 09:59:06.787,检测,"[179.52276611328125, 99.1041259765625, 638.8448486328125, 479.2357177734375]",0.871,person
2025-03-26 09:59:06.818,检测,"[178.4317626953125, 98.22357177734375, 638.7843017578125, 479.25750732421875]",0.84,person
2025-03-26 09:59:06.850,检测,"[183.90673828125, 100.54209899902344, 640.0, 478.688232421875]",0.848,person
2025-03-26 09:59:06.881,检测,"[182.66412353515625, 100.14193725585938, 640.0, 478.6474914550781]",0.849,person
2025-03-26 09:59:06.913,检测,"[179.93865966796875, 98.08932495117188, 638.6900024414062, 479.2329406738281]",0.857,person
2025-03-26 09:59:06.946,检测,"[178.17730712890625, 98.8865966796875, 638.7324829101562, 479.264892578125]",0.827,person
2025-03-26 09:59:06.977,检测,"[178.95184326171875, 97.75291442871094, 638.806640625, 479.26318359375]",0.837,person
2025-03-26 09:59:07.026,检测,"[179.89202880859375, 96.74604797363281, 638.7645263671875, 479.30120849609375]",0.862,person
2025-03-26 09:59:07.057,检测,"[185.16314697265625, 100.21612548828125, 640.0, 478.6182861328125]",0.847,person
2025-03-26 09:59:07.092,检测,"[177.15576171875, 98.5194091796875, 638.3575439453125, 479.25872802734375]",0.834,person
2025-03-26 09:59:07.121,检测,"[180.19293212890625, 99.13066101074219, 638.77685546875, 479.28094482421875]",0.857,person
2025-03-26 09:59:07.155,检测,"[186.32652282714844, 100.4385986328125, 640.0, 478.5411376953125]",0.844,person
2025-03-26 09:59:07.187,检测,"[182.32110595703125, 99.99311828613281, 640.0, 478.84149169921875]",0.844,person
2025-03-26 09:59:07.217,检测,"[179.92401123046875, 98.72380065917969, 638.6846923828125, 479.22662353515625]",0.851,person
2025-03-26 09:59:07.248,检测,"[186.12440490722656, 99.9444580078125, 640.0, 478.4056396484375]",0.855,person
2025-03-26 09:59:07.283,检测,"[182.18853759765625, 100.28224182128906, 640.0, 478.53564453125]",0.838,person
2025-03-26 09:59:07.313,检测,"[183.00714111328125, 99.97943115234375, 640.0, 478.614990234375]",0.82,person
2025-03-26 09:59:07.748,检测,"[183.08489990234375, 100.03607177734375, 640.0, 478.37060546875]",0.858,person
